V,Cr,Ti,W,Zr,x_V,x_Cr,x_Ti,x_W,x_Zr,phase_count,dominant_phase,single_phase,phases,iter
0.938,0.006,0.036000000000000004,0.006,0.014,0.938,0.006,0.036000000000000004,0.006,0.014,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9854760517310053, ""C15_LAVES#1"": 0.008224960526657051, ""FCC_L12#1"": 0.0006505349173372133, ""HCP_A3#1"": 0.003262622475251619, ""HCP_A3#2"": 0.0023858303497488894}",55
0.917,0.005,0.026000000000000002,0.047,0.005,0.917,0.005,0.026000000000000002,0.047,0.005,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9947789131941148, ""FCC_L12#1"": 0.0006854913095560827, ""HCP_A3#1"": 0.001902112659915586, ""HCP_A3#2"": 0.00263348283641354}",55
0.964,0.013000000000000001,0.005,0.014,0.004,0.964,0.013000000000000001,0.005,0.014,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9957412975200827, ""FCC_L12#1"": 0.0006303507906279131, ""HCP_A3#1"": 0.0009821471608447534, ""HCP_A3#2"": 0.0023583406981328467, ""ZRO2_MONO#1"": 0.00028786383031201843}",55
0.949,0.007,0.017,0.008,0.019,0.949,0.007,0.017,0.008,0.019,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9682308777622027, ""C15_LAVES#1"": 0.025489160299810604, ""FCC_L12#1"": 0.0006566937990027134, ""HCP_A3#1"": 0.00237922232930108, ""HCP_A3#2"": 0.0032440458096829063}",55
0.829,0.023,0.016,0.101,0.031,0.829,0.023,0.016,0.101,0.031,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9220405691305548, ""C15_LAVES#1"": 0.07119225955293482, ""FCC_L12#1"": 0.0008037927725255441, ""HCP_A3#1"": 0.002508565738242186, ""HCP_A3#2"": 0.0034548128057428087}",55
0.965,0.006,0.015,0.008,0.006,0.965,0.006,0.015,0.008,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9949540985898687, ""FCC_L12#1"": 0.0006331687841044958, ""HCP_A3#1"": 0.0018424942927740336, ""HCP_A3#2"": 0.002570238333252865}",55
0.922,0.01,0.048,0.01,0.01,0.922,0.01,0.048,0.01,0.01,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9940575442133587, ""FCC_L12#1"": 0.0006510865672744478, ""HCP_A3#1"": 0.0022235816099361403, ""HCP_A3#2"": 0.0030677876094305314}",55
0.953,0.01,0.015,0.006,0.016,0.953,0.01,0.015,0.006,0.016,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9756523584991935, ""C15_LAVES#1"": 0.018297839570478057, ""FCC_L12#1"": 0.000650444856596632, ""HCP_A3#1"": 0.00311901229901106, ""HCP_A3#2"": 0.002280344774720437}",55
0.964,0.004,0.012,0.014,0.006,0.964,0.004,0.012,0.014,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9948663855794618, ""FCC_L12#1"": 0.0006430389463175117, ""HCP_A3#1"": 0.0018794137244952035, ""HCP_A3#2"": 0.0026111617497254712}",55
0.831,0.041,0.037,0.085,0.006,0.831,0.041,0.037,0.085,0.006,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9918478239156712, ""C15_LAVES#1"": 0.002496997031714877, ""FCC_L12#1"": 0.0007448906787785546, ""HCP_A3#1"": 0.002062855296145076, ""HCP_A3#2"": 0.002847433077690165}",55
0.975,0.005,0.004,0.005,0.011,0.975,0.005,0.004,0.005,0.011,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9922594111905435, ""C15_LAVES#1"": 0.0015234527649304365, ""FCC_L12#1"": 0.0006484850856338056, ""HCP_A3#1"": 0.0032080701162788246, ""HCP_A3#2"": 0.0023605808426134423}",55
0.918,0.014,0.038,0.026000000000000002,0.004,0.918,0.014,0.038,0.026000000000000002,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9957221836636818, ""FCC_L12#1"": 0.0006482976512352415, ""HCP_A3#1"": 0.0007864526545355721, ""HCP_A3#2"": 0.0024392058076231414, ""ZRO2_MONO#1"": 0.00040386022292427504}",55
0.977,0.008,0.006,0.004,0.005,0.977,0.008,0.006,0.004,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9952811755400883, ""FCC_L12#1"": 0.0006203231482824267, ""HCP_A3#1"": 0.0016904439391173458, ""HCP_A3#2"": 0.002408057372511887}",55
0.847,0.066,0.055,0.028,0.004,0.847,0.066,0.055,0.028,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9958733649835115, ""FCC_L12#1"": 0.000651846575514959, ""HCP_A3#1"": 0.0004394910956300412, ""HCP_A3#2"": 0.00246213996165848, ""ZRO2_MONO#1"": 0.0005731573836851626}",55
0.968,0.005,0.014,0.005,0.008,0.968,0.005,0.014,0.005,0.008,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9944918097623134, ""FCC_L12#1"": 0.0006388050701893254, ""HCP_A3#1"": 0.0020462774680766087, ""HCP_A3#2"": 0.0028231076994206057}",55
0.969,0.004,0.011,0.012,0.004,0.969,0.004,0.011,0.012,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.995762859915184, ""FCC_L12#1"": 0.0006267962907327302, ""HCP_A3#1"": 0.0010076899560833008, ""HCP_A3#2"": 0.0023477651997206826, ""ZRO2_MONO#1"": 0.0002548886382795147}",55
0.954,0.022,0.008,0.004,0.012,0.954,0.022,0.008,0.004,0.012,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9826146333789249, ""C15_LAVES#1"": 0.011862701008968338, ""FCC_L12#1"": 0.0006397523456820582, ""HCP_A3#1"": 0.002054608353999053, ""HCP_A3#2"": 0.002828304912425761}",55
0.95,0.013000000000000001,0.018000000000000002,0.005,0.014,0.95,0.013000000000000001,0.018000000000000002,0.005,0.014,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9804460237295557, ""C15_LAVES#1"": 0.013677565197582998, ""FCC_L12#1"": 0.0006461703727347601, ""HCP_A3#1"": 0.0022047563074682843, ""HCP_A3#2"": 0.0030254843926583526}",55
0.956,0.005,0.023,0.009000000000000001,0.007,0.956,0.005,0.023,0.009000000000000001,0.007,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9947021704871889, ""FCC_L12#1"": 0.0006398726872617923, ""HCP_A3#1"": 0.0019509022462573364, ""HCP_A3#2"": 0.002707054579291912}",55
0.931,0.015,0.009000000000000001,0.039,0.006,0.931,0.015,0.009000000000000001,0.039,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9945531660489543, ""FCC_L12#1"": 0.000683011959129176, ""HCP_A3#1"": 0.0027617599765169857, ""HCP_A3#2"": 0.0020020620153995508}",55
0.965,0.006,0.016,0.005,0.008,0.965,0.006,0.016,0.005,0.008,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9944995016440606, ""FCC_L12#1"": 0.0006386049639281145, ""HCP_A3#1"": 0.002042602483535289, ""HCP_A3#2"": 0.0028192909084757763}",55
0.952,0.007,0.017,0.02,0.004,0.952,0.007,0.017,0.02,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9957114447212246, ""FCC_L12#1"": 0.000639364102646116, ""HCP_A3#1"": 0.0009292220434052468, ""HCP_A3#2"": 0.002396935397080373, ""ZRO2_MONO#1"": 0.0003230337356440028}",55
0.978,0.005,0.006,0.004,0.007,0.978,0.005,0.006,0.004,0.007,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9947340789345057, ""FCC_L12#1"": 0.0006332218218090401, ""HCP_A3#1"": 0.001943301819537357, ""HCP_A3#2"": 0.0026893974241478896}",55
0.959,0.005,0.004,0.028,0.004,0.959,0.005,0.004,0.028,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9956226444826154, ""FCC_L12#1"": 0.0006525067996721833, ""HCP_A3#1"": 0.002440329656021908, ""HCP_A3#2"": 0.0009371818302585654, ""ZRO2_MONO#1"": 0.00034733723143188247}",55
0.9159999999999999,0.018000000000000002,0.056,0.005,0.005,0.9159999999999999,0.018000000000000002,0.056,0.005,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9953566149411274, ""FCC_L12#1"": 0.0006181748372209216, ""HCP_A3#1"": 0.0016319214266316197, ""HCP_A3#2"": 0.002393288795019973}",55
0.927,0.009000000000000001,0.021,0.038,0.005,0.927,0.009000000000000001,0.021,0.038,0.005,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.994877844146428, ""FCC_L12#1"": 0.0006718761631722687, ""HCP_A3#1"": 0.001864977417338933, ""HCP_A3#2"": 0.0025853022730605215}",55
0.9279999999999999,0.009000000000000001,0.008,0.05,0.005,0.9279999999999999,0.009000000000000001,0.008,0.05,0.005,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9947361544123635, ""FCC_L12#1"": 0.0006912088833855038, ""HCP_A3#1"": 0.0019221663362281609, ""HCP_A3#2"": 0.0026504703680225155}",55
0.969,0.009000000000000001,0.006,0.012,0.004,0.969,0.009000000000000001,0.006,0.012,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9957559678357862, ""FCC_L12#1"": 0.0006270633915350977, ""HCP_A3#1"": 0.0010050769830175941, ""HCP_A3#2"": 0.0023466099144874904, ""ZRO2_MONO#1"": 0.00026528187517369157}",55
0.951,0.004,0.018000000000000002,0.009000000000000001,0.018000000000000002,0.951,0.004,0.018000000000000002,0.009000000000000001,0.018000000000000002,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9728662360522935, ""C15_LAVES#1"": 0.020661118518997067, ""FCC_L12#1"": 0.0006590141794776569, ""HCP_A3#1"": 0.0033488572136171663, ""HCP_A3#2"": 0.002464774035614521}",55
0.955,0.009000000000000001,0.02,0.011,0.005,0.955,0.009000000000000001,0.02,0.011,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9952071914098806, ""FCC_L12#1"": 0.0006301658234930143, ""HCP_A3#1"": 0.0017216990207339976, ""HCP_A3#2"": 0.0024409437458924135}",55
0.952,0.009000000000000001,0.012,0.011,0.016,0.952,0.009000000000000001,0.012,0.011,0.016,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9754632430864736, ""C15_LAVES#1"": 0.01838976666442168, ""FCC_L12#1"": 0.0006590084561474108, ""HCP_A3#1"": 0.003168520566216515, ""HCP_A3#2"": 0.002319461226740689}",55
0.9430000000000001,0.015,0.022,0.009000000000000001,0.011,0.9430000000000001,0.015,0.022,0.009000000000000001,0.011,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.988160199515375, ""C15_LAVES#1"": 0.006053280839632712, ""FCC_L12#1"": 0.000649472537148196, ""HCP_A3#1"": 0.0021622818297133417, ""HCP_A3#2"": 0.002974765278130311}",55
0.9359999999999999,0.017,0.006,0.035,0.006,0.9359999999999999,0.017,0.006,0.035,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9945998300248995, ""FCC_L12#1"": 0.0006768561762023666, ""HCP_A3#1"": 0.0027380387259005596, ""HCP_A3#2"": 0.0019852750729974318}",55
0.9430000000000001,0.013000000000000001,0.009000000000000001,0.024,0.011,0.9430000000000001,0.013000000000000001,0.009000000000000001,0.024,0.011,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.987006409662512, ""C15_LAVES#1"": 0.006992211601549525, ""FCC_L12#1"": 0.0006746031815896957, ""HCP_A3#1"": 0.002246154638379104, ""HCP_A3#2"": 0.0030806209159697905}",55
0.824,0.004,0.082,0.07200000000000001,0.018000000000000002,0.824,0.004,0.082,0.07200000000000001,0.018000000000000002,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9722225540104809, ""C15_LAVES#1"": 0.020336132252121306, ""FCC_L12#1"": 0.0007599680354572263, ""HCP_A3#1"": 0.00387105760134789, ""HCP_A3#2"": 0.0028102881005927466}",55
0.955,0.008,0.026000000000000002,0.005,0.006,0.955,0.008,0.026000000000000002,0.005,0.006,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.995018411445928, ""FCC_L12#1"": 0.0006274338304867572, ""HCP_A3#1"": 0.0018115817012089312, ""HCP_A3#2"": 0.0025425730223763653}",55
0.915,0.004,0.038,0.037,0.006,0.915,0.004,0.038,0.037,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9946095948602823, ""FCC_L12#1"": 0.0006776919310055823, ""HCP_A3#1"": 0.001974282951064803, ""HCP_A3#2"": 0.002738430257647342}",55
0.875,0.031,0.008,0.07100000000000001,0.015,0.875,0.031,0.008,0.07100000000000001,0.015,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9678445767879954, ""C15_LAVES#1"": 0.026206487304838228, ""FCC_L12#1"": 0.0007404165270592014, ""HCP_A3#1"": 0.0030179277953308217, ""HCP_A3#2"": 0.0021905915847762903}",55
0.921,0.016,0.045,0.011,0.007,0.921,0.016,0.045,0.011,0.007,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9947388588299365, ""FCC_L12#1"": 0.0006409263228265089, ""HCP_A3#1"": 0.0026891289130263484, ""HCP_A3#2"": 0.0019310859342105211}",55
0.981,0.004,0.007,0.004,0.004,0.981,0.004,0.007,0.004,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9958289577483052, ""FCC_L12#1"": 0.000614203252224978, ""HCP_A3#1"": 0.0010726079511336538, ""HCP_A3#2"": 0.002299363762074165, ""ZRO2_MONO#1"": 0.0001848672862617464}",55
0.961,0.006,0.014,0.015,0.004,0.961,0.006,0.014,0.015,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9957454318569093, ""FCC_L12#1"": 0.0006315003018141121, ""HCP_A3#1"": 0.000971152745829324, ""HCP_A3#2"": 0.0023664660119932217, ""ZRO2_MONO#1"": 0.00028544908345414167}",55
0.929,0.006,0.045,0.009000000000000001,0.011,0.929,0.006,0.045,0.009000000000000001,0.011,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9937941708447564, ""FCC_L12#1"": 0.0006526233114773375, ""HCP_A3#1"": 0.003213041326267051, ""HCP_A3#2"": 0.0023401645174991443}",55
0.954,0.016,0.004,0.013000000000000001,0.013000000000000001,0.954,0.016,0.004,0.013000000000000001,0.013000000000000001,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9807362115561458, ""C15_LAVES#1"": 0.013454211529636896, ""FCC_L12#1"": 0.0006572945572532947, ""HCP_A3#1"": 0.0021724434765220007, ""HCP_A3#2"": 0.002979838880442069}",55
0.967,0.009000000000000001,0.008,0.011,0.005,0.967,0.009000000000000001,0.008,0.011,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9951893332972457, ""FCC_L12#1"": 0.000630993308707665, ""HCP_A3#1"": 0.001735300889129073, ""HCP_A3#2"": 0.0024443725049176986}",55
0.9390000000000001,0.005,0.022,0.019,0.015,0.9390000000000001,0.005,0.022,0.019,0.015,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9805849836534526, ""C15_LAVES#1"": 0.012926229318504207, ""FCC_L12#1"": 0.0006730199244919946, ""HCP_A3#1"": 0.0033545545765025133, ""HCP_A3#2"": 0.002461212527048924}",55
0.963,0.005,0.021,0.006,0.005,0.963,0.005,0.021,0.006,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.995281521350383, ""FCC_L12#1"": 0.0006224614329034729, ""HCP_A3#1"": 0.0016797906974903053, ""HCP_A3#2"": 0.002416226519223459}",55
0.967,0.005,0.008,0.012,0.008,0.967,0.005,0.008,0.012,0.008,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9943654984294917, ""FCC_L12#1"": 0.0006509038703271478, ""HCP_A3#1"": 0.002097469097832003, ""HCP_A3#2"": 0.002886128602349064}",55
0.938,0.014,0.016,0.023,0.009000000000000001,0.938,0.014,0.016,0.023,0.009000000000000001,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9927760713194098, ""C15_LAVES#1"": 0.0013071579529649337, ""FCC_L12#1"": 0.0006708465269837354, ""HCP_A3#1"": 0.002209438630770239, ""HCP_A3#2"": 0.0030364855698710217}",55
0.956,0.011,0.011,0.004,0.018000000000000002,0.956,0.011,0.011,0.004,0.018000000000000002,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9692497574400569, ""C15_LAVES#1"": 0.02474488066552409, ""FCC_L12#1"": 0.0006481254407722535, ""HCP_A3#1"": 0.0030943001746928205, ""HCP_A3#2"": 0.002262936278953868}",55
0.958,0.004,0.027,0.006,0.005,0.958,0.004,0.027,0.006,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9952939757173052, ""FCC_L12#1"": 0.0006220857128961782, ""HCP_A3#1"": 0.001668678988622142, ""HCP_A3#2"": 0.0024152595811766588}",55
0.94,0.006,0.015,0.026000000000000002,0.013000000000000001,0.94,0.006,0.015,0.026000000000000002,0.013000000000000001,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9847233947250501, ""C15_LAVES#1"": 0.008835226465094957, ""FCC_L12#1"": 0.0006827660966098463, ""HCP_A3#1"": 0.00332304413974864, ""HCP_A3#2"": 0.002435568573496349}",55
0.9339999999999999,0.026000000000000002,0.028,0.005,0.007,0.9339999999999999,0.026000000000000002,0.028,0.005,0.007,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9947956525428996, ""FCC_L12#1"": 0.000632514312724971, ""HCP_A3#1"": 0.002657228882160653, ""HCP_A3#2"": 0.0019146042622148085}",55
0.8250000000000001,0.08200000000000002,0.07000000000000002,0.017000000000000005,0.006000000000000001,0.8250000000000001,0.08200000000000002,0.07000000000000002,0.017000000000000005,0.006000000000000001,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.987732834021711, ""C15_LAVES#1"": 0.007704199109004788, ""FCC_L12#1"": 0.0006337369134527775, ""HCP_A3#1"": 0.0015468835794912711, ""HCP_A3#2"": 0.0023823463763405005}",55
0.937,0.011,0.009000000000000001,0.035,0.008,0.937,0.011,0.009000000000000001,0.035,0.008,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9940303002701251, ""FCC_L12#1"": 0.0006886369967733071, ""HCP_A3#1"": 0.0022244424438032625, ""HCP_A3#2"": 0.0030566202892979085}",55
0.961,0.006,0.004,0.008,0.021,0.961,0.006,0.004,0.008,0.021,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9618181550635047, ""C15_LAVES#1"": 0.03186059308773896, ""FCC_L12#1"": 0.0006585325832325558, ""HCP_A3#1"": 0.0032618565932333275, ""HCP_A3#2"": 0.0024008626722905753}",55
0.967,0.007,0.007,0.013000000000000001,0.006,0.967,0.007,0.007,0.013000000000000001,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9948729880568943, ""FCC_L12#1"": 0.0006417994766985263, ""HCP_A3#1"": 0.0018787637122319263, ""HCP_A3#2"": 0.0026064487541752226}",55
0.966,0.015,0.008,0.007,0.004,0.966,0.015,0.008,0.007,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.995809695045343, ""FCC_L12#1"": 0.0006191496016355428, ""HCP_A3#1"": 0.002317979240121815, ""HCP_A3#2"": 0.0010018194994007637, ""ZRO2_MONO#1"": 0.00025135661349897357}",55
0.937,0.016,0.028,0.008,0.011,0.937,0.016,0.028,0.008,0.011,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.988179641256002, ""C15_LAVES#1"": 0.006076986593886094, ""FCC_L12#1"": 0.000647200338503396, ""HCP_A3#1"": 0.0021430383695717255, ""HCP_A3#2"": 0.0029531334420368426}",55
0.966,0.006,0.011,0.01,0.007,0.966,0.006,0.011,0.01,0.007,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9946606689863513, ""FCC_L12#1"": 0.0006425429730972415, ""HCP_A3#1"": 0.0019710603693412513, ""HCP_A3#2"": 0.002725727671210116}",55
0.937,0.018000000000000002,0.011,0.029,0.005,0.937,0.018000000000000002,0.011,0.029,0.005,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9949753246404635, ""FCC_L12#1"": 0.0006585193525188552, ""HCP_A3#1"": 0.0025360556990807453, ""HCP_A3#2"": 0.001830100307937217}",55
0.854,0.011,0.057,0.059000000000000004,0.019,0.854,0.011,0.057,0.059000000000000004,0.019,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9643288902557201, ""C15_LAVES#1"": 0.028990931727273496, ""FCC_L12#1"": 0.0007353285982765712, ""HCP_A3#1"": 0.0034469643956554067, ""HCP_A3#2"": 0.0024978850230743983}",55
0.91,0.033,0.004,0.032,0.021,0.91,0.033,0.004,0.032,0.021,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9519478202470361, ""C15_LAVES#1"": 0.042376850708535085, ""FCC_L12#1"": 0.0006852632341598682, ""HCP_A3#1"": 0.002099530886982423, ""HCP_A3#2"": 0.002890534923286523}",55
0.927,0.018000000000000002,0.031,0.018000000000000002,0.006,0.927,0.018000000000000002,0.031,0.018000000000000002,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9948568462546362, ""FCC_L12#1"": 0.0006476198896052521, ""HCP_A3#1"": 0.002614840781442741, ""HCP_A3#2"": 0.0018806930743159114}",55
0.924,0.009000000000000001,0.051000000000000004,0.005,0.011,0.924,0.009000000000000001,0.051000000000000004,0.005,0.011,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9937487443515296, ""C15_LAVES#1"": 0.00018405178477002256, ""FCC_L12#1"": 0.0006451329231618705, ""HCP_A3#1"": 0.003141010499027308, ""HCP_A3#2"": 0.002281060441511259}",55
0.885,0.018000000000000002,0.052000000000000005,0.021,0.024,0.885,0.018000000000000002,0.052000000000000005,0.021,0.024,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9499038322568052, ""C15_LAVES#1"": 0.044022430295784766, ""FCC_L12#1"": 0.0006749154774461673, ""HCP_A3#1"": 0.002266827596983816, ""HCP_A3#2"": 0.003131994372980119}",55
0.8089999999999999,0.10400000000000001,0.041,0.041,0.005,0.8089999999999999,0.10400000000000001,0.041,0.041,0.005,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9902808236414966, ""C15_LAVES#1"": 0.0058654753307812715, ""FCC_L12#1"": 0.0006645155396089578, ""HCP_A3#2"": 0.0023954737871374225, ""ZRO2_MONO#1"": 0.0007937117009755165}",55
0.96,0.005,0.017,0.011,0.007,0.96,0.005,0.017,0.011,0.007,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9946591706158122, ""FCC_L12#1"": 0.0006436616604887009, ""HCP_A3#1"": 0.001969800382273503, ""HCP_A3#2"": 0.0027273673414252688}",55
0.951,0.012,0.007,0.017,0.013000000000000001,0.951,0.012,0.007,0.017,0.013000000000000001,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9820795413530169, ""C15_LAVES#1"": 0.011911416418194798, ""FCC_L12#1"": 0.0006654276077120902, ""HCP_A3#1"": 0.0022553518630100407, ""HCP_A3#2"": 0.0030882627580661364}",55
0.966,0.007,0.014,0.009000000000000001,0.004,0.966,0.007,0.014,0.009000000000000001,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9958001742312149, ""FCC_L12#1"": 0.0006219744466678327, ""HCP_A3#1"": 0.0010009986595466962, ""HCP_A3#2"": 0.0023310765907827388, ""ZRO2_MONO#1"": 0.00024577607178754435}",55
0.806,0.133,0.028,0.021,0.012,0.806,0.133,0.028,0.021,0.012,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9691678947387004, ""C15_LAVES#1"": 0.02714721919052942, ""FCC_L12#1"": 0.000637081799961546, ""HCP_A3#2"": 0.0022867588154764362, ""ZRO2_MONO#1"": 0.0007610454553322827}",55
0.909,0.004,0.073,0.007,0.007,0.909,0.004,0.073,0.007,0.007,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9948551655310903, ""FCC_L12#1"": 0.000632200759630001, ""HCP_A3#1"": 0.0026430841433632444, ""HCP_A3#2"": 0.0018695495659165704}",55
0.9319999999999999,0.005,0.02,0.031,0.012,0.9319999999999999,0.005,0.02,0.031,0.012,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9881884717864601, ""C15_LAVES#1"": 0.00524761887756775, ""FCC_L12#1"": 0.0006906866389915392, ""HCP_A3#1"": 0.0024839902977281223, ""HCP_A3#2"": 0.0033892323992523333}",55
0.933,0.006,0.011,0.041,0.009000000000000001,0.933,0.006,0.011,0.041,0.009000000000000001,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9936336363432645, ""FCC_L12#1"": 0.0007028545131188641, ""HCP_A3#1"": 0.002390508292708613, ""HCP_A3#2"": 0.003273000850908373}",55
0.935,0.016,0.021,0.019,0.009000000000000001,0.935,0.016,0.021,0.019,0.009000000000000001,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.992558443439609, ""C15_LAVES#1"": 0.0016372389935714283, ""FCC_L12#1"": 0.0006633216284687034, ""HCP_A3#1"": 0.0021630707874251962, ""HCP_A3#2"": 0.002977925150925473}",55
0.838,0.067,0.005,0.065,0.025,0.838,0.067,0.005,0.065,0.025,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9347964544227569, ""C15_LAVES#1"": 0.05969531825521243, ""FCC_L12#1"": 0.000724866755691689, ""HCP_A3#1"": 0.0027693587014552936, ""HCP_A3#2"": 0.0020140018648834783}",55
0.957,0.007,0.006,0.01,0.02,0.957,0.007,0.006,0.01,0.02,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9642812609222121, ""C15_LAVES#1"": 0.029435663975800448, ""FCC_L12#1"": 0.000660757371409566, ""HCP_A3#1"": 0.003240927744459735, ""HCP_A3#2"": 0.0023813899861183504}",55
0.811,0.08200000000000002,0.011000000000000001,0.09100000000000001,0.005000000000000001,0.811,0.08200000000000002,0.011000000000000001,0.09100000000000001,0.005000000000000001,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9902781181856963, ""C15_LAVES#1"": 0.005447512827687946, ""FCC_L12#1"": 0.0007423225960264296, ""HCP_A3#2"": 0.0026432994901782044, ""ZRO2_MONO#1"": 0.0008887469004109598}",55
0.956,0.014,0.007,0.007,0.016,0.956,0.014,0.007,0.007,0.016,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9733893198942503, ""C15_LAVES#1"": 0.020734951162610198, ""FCC_L12#1"": 0.0006505303090117022, ""HCP_A3#1"": 0.0022047847589392725, ""HCP_A3#2"": 0.0030204138751884577}",55
0.8089999999999999,0.15,0.005,0.022,0.014,0.8089999999999999,0.15,0.005,0.022,0.014,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9629848928218588, ""C15_LAVES#1"": 0.033346281444480284, ""FCC_L12#1"": 0.0006391720237673018, ""HCP_A3#2"": 0.002263625446038143, ""ZRO2_MONO#1"": 0.0007660282638555395}",55
0.926,0.007,0.029,0.028,0.01,0.926,0.007,0.029,0.028,0.01,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9936331966604465, ""FCC_L12#1"": 0.0006831071381526087, ""HCP_A3#1"": 0.0023980638322403966, ""HCP_A3#2"": 0.003285632369160406}",55
0.929,0.012,0.007,0.047,0.005,0.929,0.012,0.007,0.047,0.005,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9947693447609258, ""FCC_L12#1"": 0.0006866277098291888, ""HCP_A3#1"": 0.0019100244158453818, ""HCP_A3#2"": 0.0026340031133998097}",55
0.927,0.018000000000000002,0.043000000000000003,0.006,0.006,0.927,0.018000000000000002,0.043000000000000003,0.006,0.006,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9950430602011989, ""FCC_L12#1"": 0.0006274065996665215, ""HCP_A3#1"": 0.00253054767234777, ""HCP_A3#2"": 0.0017989855267867981}",55
